time_hrs,v1,a1,w1,h1,m1,T1,v2,a2,w2,h2,m2,T2,v3,a3,w3,h3,m3,T3,v4,a4,w4,h4,m4,T4,v5,a5,w5,h5,m5,T5,v6,a6,w6,h6,m6,T6,v7,a7,w7,h7,m7,T7,v8,a8,w8,h8,m8,T8,v9,a9,w9,h9,m9,T9
-3.9462944464758,-0.0276943227783863,0.119032740008509,0.128447121820616,-0.0631211095336899,-0.0300091020825387,17.2371433333333,0.100009396812917,0.357615441702968,0.237494028526581,-0.230213517418526,NaN,16.1779833333333,0.108507189854935,0.244772315248911,0.140556597873671,-0.142397795130914,0.0102924135177174,15.38494,0.000689226114031438,0.258239494525227,0.148541928282406,-0.0193868349864743,-0.0198832806909027,16.8282566666667,0.123182146100126,0.245287533747594,0.154193247238214,-0.0419629600687661,0.00513664452991414,16.4645133333333,0.0920545750174151,0.0805866620253846,0.0563681769532642,-0.0478792609940152,0.0414525153293548,15.3694766666667,-0.0595110417949539,-0.0495575136091224,-0.0268277205190485,-0.0252019775714459,0.0112155858394971,16.1283466666667,0.112521220693797,0.132699464563532,0.0715308331587401,-0.0354413556318529,-0.0211450309323599,15.9143033333333,0.114031487073623,0.0224790135032389,-0.00945147679324898,0.393608234322384,-0.00137276166256639,15.70885
-3.8118500020355,-0.0342560614501011,0.0846622651536988,0.103045515394913,-0.0677623675876379,-0.0267521909256196,16.6719333333333,0.0577389171671796,0.200008999854382,0.159967242202962,-0.226360571520308,NaN,16.36598,0.0859447445944819,0.193198719259034,0.118798207212841,-0.117439902005818,0.00934746093969974,15.5696733333333,0.0105040812341992,0.112452990211772,0.0934003069624669,-0.0242560865644726,-0.0175194043327911,16.6439266666667,0.137605164862347,0.209936022129711,0.132980654530367,-0.0525123075720872,0.00602751382571509,16.2088933333333,0.0776460437815978,0.090906665136288,0.071827803543822,-0.019776216497528,0.0382857491099571,15.8488403333333,-0.0519174334095287,0.0146696206750552,0.00194752620407468,-0.0308694079344026,0.00758150551985293,15.8166533333333,0.0993897484457453,0.147735625615706,0.0866855227320342,-0.0252519658876952,-0.0225739031593966,15.6209466666667,0.148443569234417,0.0333226726412927,-0.0207876230661042,0.238833470995616,-0.00186085824911708,15.75237
-3.74407222308218,-0.0257698799577313,0.0871907849867539,0.101606425702811,-0.0481598776891995,-0.0210708551770089,16.9661366666667,0.0588558451504209,0.203168235165828,0.151402443185696,-0.218333600899021,NaN,16.0693833333333,0.0815702386090504,0.18329295364978,0.112726704190119,-0.115602511100903,0.00980398659831017,15.7551766666667,-0.0142669162817317,0.0173079786067687,0.0334030975303474,-0.0168620378719568,-0.0148248985041084,16.66469,0.154534816571137,0.218215510097271,0.139593382085991,-0.0683754004844885,0.00667620570746852,16.0103266666667,0.0748752712373699,0.102516790672174,0.0913901771911048,-0.00988810824876396,0.0352473684518912,15.7478866666667,-0.0532164967863401,0.0814915026351339,0.0257773693078625,-0.00397925961654411,0.00745331478159117,15.5908033333333,0.0828272506534158,0.100422292749772,0.0581395348837208,-0.0166131354524311,-0.0164126981278371,15.4988833333333,-0.017191748065063,-0.0452256136567794,-0.0298452883263011,-0.0794840841222442,-0.00387133790519389,15.78002
-3.60962777864188,-0.0291204044636034,0.0317039917585686,0.0545515394912983,-0.0505624112700666,-0.0181819850701432,16.82817,0.05427853437504,0.170002661326002,0.135125912782365,-0.213918767057313,NaN,15.8650733333333,0.0848302407918422,0.170215350352459,0.0997498436522826,-0.105496861123871,0.00940790118699919,15.69131,-0.0127241642868484,0.051377087166701,0.0563973768661925,-0.0225428313796212,-0.00969351774354599,16.5385433333333,0.154495702538359,0.212993285565113,0.125200975053161,-0.0555598968508245,0.00716322123436686,15.7885833333333,0.0508868275516827,0.0768310990304948,0.0518194791295041,-0.0232890970595888,0.0294339190821309,15.5407366666667,-0.0578555011367378,0.0167540554353525,-0.0148799754918052,-0.0177257928373328,0.0066682556162998,15.37636,0.108023742329217,0.111298631063016,0.0834904672113972,-0.00697751689002102,-0.013565224851265,15.4707666666667,0.112469785190697,0.057971451953901,0.0266385372714486,0.121545206175742,-0.00422249514930895,15.7324533333333
-3.54240555781871,-0.0246233318670771,0.0577860861386317,0.0613788487282463,-0.0293764333296932,-0.01754618575506,17.13341,0.0514365416725864,0.14623818261425,0.11929297754726,-0.213356879113823,NaN,15.63113,0.0577824240192588,0.15364020673938,0.0916197623514696,-0.0886541111621496,0.00941326335428583,15.7226466666667,-0.0113507848936988,0.0312929970768665,0.0428910283242638,-0.0379621280432821,-0.00988718972395519,16.4527133333333,0.125123815828234,0.225796992260229,0.137829988071158,-0.0970539970305542,0.00634880858269793,15.6445266666667,0.0408265402458325,0.0287313690269895,0.0258354144369128,-0.034087952120739,0.0279934587586996,15.682023,-0.0751752449571047,-0.0597364056010431,-0.03739687958161,-0.00397925961654411,0.00599326277456713,15.49683,0.0732038634780579,0.107813640981022,0.060898107409735,-0.000664525418097361,-0.0105041754656963,15.41668,0.0577392249839193,0.0217092066425513,0.00748241912798875,0.045809771904187,-0.00452600385526591,15.72309
-3.40796111337841,-0.0240632403640472,0.051590717618428,0.0516733601070949,-0.0271923118925411,-0.0156062554869186,17.1370366666667,0.0441873271936806,0.15917838849258,0.116358424895926,-0.202279659656446,NaN,15.5200433333333,0.0461677701373087,0.143693716076039,0.0863560558682508,-0.0953912111468382,0.00875618181866433,15.5729133333333,-0.0150565191455124,0.0281095270587826,0.0345751360401843,-0.0525698827772768,-0.00680968711931285,16.39084,0.146471425266901,0.2084169879443,0.135936932731705,-0.0907243885285615,0.0037536675512575,15.5183866666667,0.0446406702241164,0.0270892541967906,0.0310381733856582,-0.0192557897475931,0.0253582155340086,16.1935,-0.0896872172205764,-0.0697878134298033,-0.062824131819077,-0.000241167249487528,0.00636477853893691,16.0030333333333,0.0927194288229496,0.080444071595718,0.0475591870940706,0.0077527965444677,-0.0100309221733994,15.3910166666667,0.0909270492093039,0.0117117960125772,-0.0173277074542898,0.0572463307706967,-0.00435193276066881,15.70031
-3.34073888976127,-0.000579229591730401,0.072881970278446,0.0821954484605087,-0.0273015179643987,-0.0143101788571662,17.2627666666667,0.0413389954132517,0.136197037406777,0.111240019108715,-0.193931610210307,NaN,15.3764033333333,0.0447649270028232,0.124481569885791,0.0783302063789868,-0.0981472975042106,0.00830571551923787,15.48014,0.0153467769322213,0.047232865448652,0.0411887819171202,-0.0557258791704239,-0.00569737533684778,16.4100133333333,0.169148143540409,0.232164375472372,0.141149317981432,-0.113464093146831,0.0051070105619444,15.4236,0.0366632557653774,0.0163599587734284,0.0203948150790818,0.00676554774915439,0.0218300638916746,16.4229483333333,-0.0760913696095288,-0.0530566104493391,-0.0575286111293464,0.00627034848667551,0.00659881685952679,16.09581,0.0998531844340156,0.109473586092213,0.0565332774635099,0.0103001439805073,-0.00830040870952264,15.4065033333333,0.0422390338517762,0.064573197165805,0.042306610407876,-0.0768155537200584,-0.00318239080255955,15.70677
-3.20573888998479,-0.00146684937912922,0.0632183632414409,0.0785809906291834,-0.0330894397728514,-0.0154202381308115,17.2143366666667,0.021532618024853,0.137019546412443,0.0911417457176003,-0.175148498956494,NaN,15.36661,0.0239830748754493,0.0962105930125661,0.0663956639566394,-0.104731281580156,0.00833634614346179,15.56394,0.0115235474632696,0.0750601644309448,0.0615320217664295,-0.0348061316501352,0.00178014378590241,16.2907733333333,0.153102866934574,0.21703764117958,0.130724547481977,-0.0844729233414082,0.00477371649502589,15.36055,0.0503354082625935,0.0342598928863025,0.00660007135212282,-0.00624512099921937,0.0199995013946501,15.99778,-0.121360643136987,-0.156000867510492,-0.116895336878269,0.0405160979139032,0.00589670189775604,16.2805733333333,0.0887767393794865,0.0865594732512169,0.0511383476499756,0.0172776608705283,-0.00791286102839417,15.3486833333333,0.031766716896251,0.0881762868044556,0.0538959212376933,-0.154202935383442,-0.00184613705063796,15.7430233333333
-3.13851666916162,-0.0204932298839134,0.037709316289984,0.0548192771084337,-0.0254450147428197,-0.0179527805185435,17.0519466666667,0.0238511103383356,0.11285024073515,0.0865010578038627,-0.15660619682132,NaN,15.48506,0.0284177765913263,0.096851104311336,0.0576141338336458,-0.0787015770938601,0.00809308043872337,15.60225,0.0203264027747774,0.0741821219270391,0.0648248918654946,-0.0218214607754735,0.00457106160212817,16.2635533333333,0.172962171701918,0.213644768292361,0.159872413256574,-0.0936938344924592,0.00424011509625499,15.27105,0.0277569547370706,-0.019195665485219,-0.00847306457367103,-0.00962789487379634,0.0186337407400954,16.4136086666667,-0.131776095574591,-0.185001437685738,-0.126195321560647,0.0775352707102377,0.00566266357716505,16.41326,0.085173838530644,0.138770095361255,0.0628186325860742,0.0134012625982942,-0.00895589052025736,15.36622,0.0893185275983783,0.0260291368655226,0.00978902953586491,-0.031577609759197,-0.00243572552725801,15.8040433333333
-3.00407222472131,-0.0135767433138296,0.0449156960484405,0.0622824631860777,-0.0125586982636234,-0.022363071185008,17.1199533333333,0.0290339505590458,0.0730765662433228,0.0633317409404215,-0.147294910900626,NaN,15.5521833333333,0.0255714104009672,0.0920353438420232,0.0542005420054199,-0.072194150972286,0.00760654902924518,15.5472933333333,-0.00562040178227063,0.029350300742284,0.0355239291195759,-0.0235347159603246,0.00341880757824531,16.2960666666667,0.158061141466072,0.210251895405142,0.124448939370365,-0.0865046495272329,0.0026542182566951,15.3263466666667,0.026672675445798,0.0146160523040604,-0.0014865025567844,-0.0191256830601093,0.0182988147744141,15.3637533333333,-0.135819042953351,-0.152489197570343,-0.108514409505678,0.0576389726275173,0.00238612708889918,16.5211,0.151318142315922,0.155169358278514,0.0783748865144214,0.0265810167238898,-0.00939739139532103,15.3580666666667,0.127883073031135,-0.00259681039004722,-0.0224753867791844,0.122498252747951,-0.00221705284699958,15.7641666666667
