time_hrs,v1,a1,w1,h1,m1,T1,v2,a2,w2,h2,m2,T2,v3,a3,w3,h3,m3,T3,v4,a4,w4,h4,m4,T4,v5,a5,w5,h5,m5,T5,v6,a6,w6,h6,m6,T6,v7,a7,w7,h7,m7,T7
-3.99905555415899,0.155574439247006,0.413779413924911,0.307704000972881,-0.180825382227842,NaN,17.6025533333333,0.101603835414139,0.32179003385879,0.218468409982082,-0.0563554092965859,NaN,17.1794133333333,0.248007014071568,0.44241127688195,0.255722395165721,-0.0701994301994302,NaN,15.4638533333333,0.145097900269974,0.376699069739003,0.239717305488348,-0.106759373349762,0.00213225381689508,19.2139133333333,-0.00360495053948262,-0.0056902681532599,-0.0289214179298602,0.199657240788346,0.00667166856623869,15.88786,0.31915847453593,0.283925937436728,0.148212445071339,0.0135156128631351,NaN,18.19008,8689.23107370839,3297.48362586859,42.277643768997,12.9350079027356,0.684281319206036,16.7074666666667
-3.93183333054185,0.181876864541349,0.452802779544968,0.325307065547854,-0.177606621450741,NaN,17.56553,0.0549312909137363,0.269403644163408,0.19592822457088,-0.0674619498148911,NaN,16.41608,0.20173174434336,0.362362581685915,0.233748397729354,-0.0735042735042736,NaN,15.4634166666667,0.179212025753313,0.386851849598547,0.240863364319369,-0.0699700756908994,-0.00211377963669845,18.9058766666667,-0.00941246669104334,-0.00676045813780735,-0.0328942701066521,0.181769494430163,0.007050759665717,15.8504366666667,0.293262543510569,0.215161362084462,0.119893668963272,0.0147584278390556,0.00916937562765496,17.7424466666667,8495.03546873901,3155.94979615315,40.9769167173252,12.9510662613982,0.684953017266373,16.5056166666667
-3.79738888610154,0.160822959148348,0.398589296905161,0.297883983947464,-0.139441315093689,NaN,16.7846733333333,0.00112626119719605,0.166966683199154,0.13464384948973,-0.0633484162895926,NaN,15.3198033333333,0.197381556119294,0.33449218575489,0.219831532686321,-0.0746438746438747,NaN,15.37516,0.205524752598542,0.426983098117672,0.263243346491787,-0.108959690195388,-0.010167098104288,18.5348166666667,-0.0179713642103102,-0.0213532876525706,-0.0341712583063354,0.158311910882605,0.0062196877313434,15.6624566666667,0.269126285674835,0.20852149672927,0.11126783486139,-0.0411682460773651,0.0102632524619701,17.6236866666667,8315.80893543913,3082.45184289679,40.8735410334347,12.2284401215805,0.685728316078631,16.25248
-3.73016666527838,0.138342441668644,0.309771585604076,0.259090356317645,-0.128635475341993,NaN,16.3968866666667,-0.00490585566936763,0.151745777150895,0.121452128073956,-0.064719594131359,NaN,15.5159333333333,0.168863094968054,0.304869688159816,0.190624427760484,-0.0634757834757834,NaN,15.3507566666667,0.187567562252645,0.356408588752616,0.229402776009169,-0.0403098046118641,-0.00889672864829605,18.17997,-0.0838525300768018,-0.0392645129239645,-0.0479107054177406,0.144387317909169,0.0070135717069153,15.6656766666667,0.270100806836951,0.22678940941122,0.130689524222861,-0.0939878825539847,0.010187298097408,17.21277,8326.7508794777,3142.26170340019,41.5038316109423,11.5459598784195,0.684081078641101,16.0941966666667
-3.59572222083807,0.146066752098847,0.384376272073821,0.26675179374924,-0.127141050695482,NaN,16.2736066666667,-0.00762054858203876,0.11577657192425,0.0905502609779532,-0.0717126011243659,NaN,15.4386366666667,0.193710038491193,0.327878046739184,0.207059146676433,-0.0668376068376069,NaN,15.39674,0.190799333049352,0.410178591965181,0.248185406850885,-0.0973420172504842,-0.0107811011739999,17.8662466666667,-0.0659034836106657,-0.0652271803178022,-0.0587178092557996,0.148243359040274,0.00525579719623703,15.5741666666667,0.295734388642708,0.229541784660578,0.177236478055661,-0.0921236600901042,0.00821278573975404,16.89502,8486.396890826,3121.99873994239,43.2331161094225,11.5700474164134,0.685676126887725,16.0368
-3.52794444188476,0.143185866626645,0.358233827598556,0.267785479751915,-0.114323485458099,NaN,16.40747,-0.0247110353501452,0.0598573888269625,0.0675166844114363,-0.0672562731386261,NaN,15.37475,0.219956835617267,0.314493237642681,0.195797472990295,-0.06005698005698,NaN,15.38534,0.161956262293765,0.424097094456342,0.24560677448109,-0.0964618905122339,-0.012971608977439,17.53211,-0.0579462287933894,-0.0686871536794826,-0.0652919336912053,0.152099400171379,0.00531291643241261,15.7495,-0.0462310972064137,0.083579627321237,0.0552812889925678,-0.111697995960851,0.0100562492837368,16.64478,6233.53761889681,2716.54703385707,38.8030164133739,11.3171282674772,0.685289448853594,15.9269266666667
-3.39349999744445,0.142769688499275,0.267744322567758,0.216161984677125,-0.0907000804690193,NaN,16.2890666666667,-0.0201350894441473,0.072230888691899,0.0598042016152069,-0.0532017002605238,NaN,15.4484033333333,0.208047595864401,0.297951288659397,0.195110785570408,-0.0590313390313389,NaN,15.35643,0.119305240195238,0.322833479047806,0.208328027505412,-0.0868685090653053,-0.0116939508234772,17.36808,-0.0429426672281223,-0.0440303417894848,-0.0478870574881169,0.157240788346187,0.00568473555783999,15.81217,-0.0721322685344904,0.000460943086617593,0.0203981988824391,-0.117601367096474,0.00884367114431006,16.3611533333333,6040.03608497364,2605.00315455731,37.5073075987842,11.2408510638298,0.685962631687126,15.8964033333333
-3.32627777662128,0.114309952212779,0.228892022478383,0.192448011674571,-0.0818484883319922,NaN,15.9338833333333,-0.0377812619030935,0.0324418481000204,0.0469240956659482,-0.0571781160016454,NaN,15.69052,0.215346785801657,0.301218226120538,0.191723127632302,-0.0603988603988604,NaN,15.3718833333333,0.15163804321065,0.388571267744045,0.243919521202088,-0.118113008273191,-0.00541210755382848,17.63137,-0.0484951220063118,-0.0486042493042428,-0.0632582117435618,0.153706083976007,0.00548734895615999,15.7141,-0.100706496822055,-0.0151521363459453,-0.00404166440622811,-0.105483921081249,0.00995739462354917,16.2142166666667,5917.12290657109,2491.17731712156,36.6993714285714,11.3974200607903,0.68504080072591,15.8520533333333
-3.19183333218098,0.126836125102884,0.195056611307955,0.175665815395841,-0.0818484883319922,NaN,16.6845833333333,-0.0317400678900605,0.0197730935206277,0.0380949907813759,-0.0558069381598792,NaN,15.6408766666667,0.184113774486852,0.254335436453155,0.157342977476653,-0.0595441595441595,NaN,15.37596,0.107647842190563,0.239207230237179,0.155386476505794,-0.0647773279352227,-0.00573305608361274,17.5459233333333,-0.0284196592830995,-0.0381841967182747,-0.0516707262279188,0.140531276778063,0.00533329139234784,15.7031533333333,-0.0982681220898214,-0.0497276670052285,-0.0137525090869637,-0.103308994873388,0.0079266038841328,16.1303666666667,5914.89191145697,2413.43285963013,36.3270182370821,11.4255221884499,0.685446976418699,15.8048533333333
-3.12461110856384,0.0945535307679166,0.183829527261887,0.157424297701569,-0.0871364524658007,0.00272776868521518,16.15644,-0.0344644046984351,0.0175321801353567,0.0247993975434313,-0.0478541066776361,NaN,15.66082,0.164025274027001,0.253611632417893,0.167322834645669,-0.0502564102564103,NaN,15.36949,0.161977629145752,0.349080723629681,0.214695021011079,-0.0663615560640732,-0.00346213763602443,17.0918666666667,-0.0119193495310136,-0.0197552766597371,-0.0398704093456619,0.143101970865467,0.00489518915112153,15.72998,-0.0636191582491232,-0.0371972917785875,-0.0146747680789888,-0.132359794935529,0.0094535839448977,16.0270433333333,6193.87105765584,2437.50190465731,36.2206316109423,11.0501580547112,0.686116341847756,15.7592866666667
-2.98961110878736,0.0678203394831909,0.168522782418569,0.156360209169403,-0.0815610989768939,0.0076906078287573,16.5478533333333,-0.0178063063991171,-0.00663828732973559,0.0142044716819445,-0.0414781297134238,NaN,15.5151433333333,0.177188264903676,0.289048518262727,0.171076725874382,-0.0547008547008547,NaN,15.36746,0.103058560234241,0.214855965628074,0.128740608684579,-0.0609047702869213,-0.00238039168228088,16.8957833333333,-0.00238304381917132,-0.0178054141307883,-0.0300565185518007,0.146529562982005,0.00471157410498768,15.7613366666667,-0.0561650865675513,-0.0398834724414164,-0.0129930016817664,-0.120553052664285,0.00814384501571142,15.9346733333333,6171.01224124113,2472.1212685418,36.3280218844985,11.2027124620061,0.683487455396273,15.7885766666667
